name,prefix,alias
Les Eres De Rasquera - Zer La Font De L'aiguadí,null,Colegio
Les Eres - Zer Ribera D'ebre Nord,null,Colegio
Dulce Chacón,null,Colegio
Les Eres,"CEIP ",Colegio
Dulantzi,null,Colegio
Les Eres,null,Colegio
Cardenal Tavera,null,Colegio
Les Deveses,null,Colegio
Les Corts,null,Colegio
Drassanes,null,Colegio
Les Cometes,null,Colegio
Les Comes,"CEIP ",Colegio
Cardenal Tarancón,"CEIP ",Colegio
Les Comes,null,Colegio
Dr. Piñol I Aguadé - Zer Montsant-serra De Prades,null,Colegio
Les Codinetes,null,Colegio
Les Clisques-zer Cap De Creus,null,Colegio
Les Ciències,null,Colegio
Almotamid,null,Colegio
Dr. Madrazo,null,Colegio
Les Basseroles,null,Colegio
Les Bases,null,Colegio
Piedra De Molino,null,Colegio
Francisco Valdes,null,Colegio
Les Arts,"CEIP ",Colegio
Dr. Fleming,null,Colegio
Al-dehecun,null,Colegio
Les Arenes,"CEIP ",Colegio
Les Arenes,null,Colegio
La Felipa,null,Instituto
Cardenal Ilundain,null,Colegio
Dovella,null,Colegio
Les Acàcies,null,Colegio
A Cristina,null,Colegio
Lepanto,null,Colegio
Doutor Suárez,null,Colegio
Leopoldo Y Josefa Del Valle,null,Colegio
Leopoldo Pastor Sito,null,Colegio
Cardenal Cisneros,"CEIP ",Colegio
Dos Rius - Zer El Jonc,null,Colegio
Pimafad,null,Colegio
Leonor Canalejas,"CEIP ",Colegio
Dos Muíños,null,Colegio
Almirante Topete,null,Colegio
Leoncio Estévez Luis,null,Colegio
Leonardo Torres Quevedo,null,Colegio
León Y Castillo,null,Colegio
Dos De Mayo,null,Colegio
Cardenal Belluga,null,Colegio
León Solá,null,Colegio
Aregume,null,Colegio
León Motta,null,Colegio
León Leal Ramos,null,Colegio
Doramas,null,Colegio
Almirante Laulhe,null,Colegio
León Felipe,"CEIP ",Colegio
León,null,Colegio
Cardeal Quiroga Palacios,null,Colegio
Lemoiz,null,Colegio
Dones D'aigua,null,Colegio
Lekeitio,null,Colegio
Leka Enea- Anaka,null,Colegio
Doñana,null,Colegio
Leiva,null,Colegio
Carballal-cabral,null,Colegio
Donadio,null,Colegio
Legarda,null,Colegio
Carazony,null,Colegio
Doña Vicenta Ruso,"CEIP ",Colegio
Lébor,null,Colegio
Cavall Fort,null,Escuela Infantil
Doña Teresa Bertran De Lis,null,Colegio
Fray Enrique Florez,null,Colegio
Doña Rosa Fernández,null,Colegio
Leandro Alejano,null,Colegio
Leandre Cristòfol - Zer Montsec,null,Colegio
Capitulaciones,null,Colegio
Doña Mencia De Velasco,null,Colegio
Doña Mayor De Navarra,null,Colegio
Lavínia,null,Colegio
Castilla-la Mancha,null,Escuela Infantil
Laverde Ruíz,null,Colegio
Doña María Coronel,null,Colegio
Capitán General Julio Coloma Gallegos,null,Colegio
Areatza,null,Colegio
Laureado Capitán Trevilla,null,Colegio
Doña Crisanta,null,Colegio
Doña Concepción Arenal,null,Colegio
Arealonga,null,Colegio
Laukizko Lauaxeta,null,Colegio
Laukariz,null,Colegio
Doña Blanca De Navarra,null,Colegio
Almirante Juan De Lángara Y Huarte,null,Colegio
Doña Avelina Cortazar,null,Colegio
Capellanía Del Yágabo,null,Colegio
Latiorro,null,Colegio
Doña Alvara Álvarez,null,Colegio
Don Rodrigo,null,Colegio
Cap D'or,"CEIP ",Colegio
Don Quijote Y Sancho,null,Colegio
Ardira,null,Colegio
Las Vegas,null,Colegio
Don Quijote,null,Colegio
Las Tejeras,null,Colegio
Ardenya,null,Colegio
Don Luis Lamadrid,null,Colegio
Las Tederas,null,Colegio
Don Modesto Ventura Benages,"CEIP ",Colegio
Las Seguidillas,null,Colegio
Almijara,null,Colegio
Las Rozas,null,Colegio
Adamancasis,null,Colegio
Las Retamas,null,Colegio
Don José Marín,null,Colegio
Don José Alba,"CEIP ",Colegio
Frederic Mistral,null,Colegio
Las Rehoyas,null,Colegio
Las Ramblas,null,Colegio
Don Francisco Giner De Los Ríos,null,Colegio
Las Portadas,null,Colegio
Don Cristóbal López,null,Colegio
Las Playitas,null,Colegio
Cantabria,null,Colegio
Las Pedrizas,null,Colegio
Las Pedreras,null,Colegio
Arcu,null,Colegio
Las Palmeras,null,Colegio
Canosa-rus,null,Colegio
Las Naciones,null,Colegio
Canónigo Muñoz,"CEIP ",Colegio
Las Mimbres,null,Colegio
Las Mesas,null,Colegio
Arcos De Torrecuevas,null,Colegio
Don Blasco De Alagón,"CEIP ",Colegio
Las Mellizas,null,Colegio
Las Mazas,null,Colegio
Cano-cartamón,null,Colegio
Las Matillas,null,Colegio
Don Benito,null,Colegio
Almerimar,null,Colegio
Don Álvaro De Luna,null,Colegio
Caño Dorado,null,Colegio
Las Marinas,null,Colegio
Las Maravillas,null,Colegio
Arcoiris,null,Colegio
Las Mantecas,null,Colegio
De Marzoa,null,Colegio
Las Manchas,null,Colegio
Las Lagunetas,null,Colegio
Arco-iris,null,Colegio
Las Ledas,null,Colegio
Las Indias,null,Colegio
Las Huertas,null,Colegio
Las Higuerillas,"CEIP ",Colegio
Las Herratillas,null,Colegio
Candido Ruiz De Garibay-andra Mari,null,Colegio
Las Granjas,null,Colegio
Al ándalus,null,Colegio
Las Fuentes,null,Colegio
Las Gaunas,null,Colegio
Cándido Nogales,null,Colegio
Pla De Barraques,"CEIP ",Colegio
Las Flores,null,Colegio
Jesús Redentor,null,Instituto
Las Esperanzas,null,Colegio
CP begoña,CP,Colegio
Can Serra,null,Escuela Infantil
Las Erillas,null,Colegio
Domínguez Alfonso,null,Colegio
Cándido Lara,null,Colegio
Las Encinas,null,Colegio
Domingo Viejo,null,Colegio
Las Delicias,null,Colegio
Cándido Domingo,null,Colegio
Domingo Miras,null,Colegio
Arco Norte,null,Colegio
Las Culturas,"CEIP ",Colegio
Las Cuatro Villas,null,Colegio
Domingo Miral,null,Colegio
Las Cortes,null,Colegio
Domingo Lozano,null,Colegio
Candalix,"CEIP ",Colegio
Domingo Juan Manrique,null,Colegio
Las Cogotas,null,Colegio
Domingo Jiménez Beltrán,null,Colegio
Arco Iris,null,Colegio
Las Chumberas,null,Colegio
Adalides,null,Colegio
Las Castillas,null,Colegio
Canales Y Martínez,"CEIP ",Colegio
Domingo De Soto,null,Colegio
Las Carboneras,null,Colegio
Domingo De Guzman,null,Colegio
El Coto,null,Colegio
Las Cabezadas,null,Colegio
Domingo Bados,null,Colegio
Playa Blanca,null,Colegio
Domingo Agirre,null,Colegio
Las Atalayas,null,Colegio
Nuestra Señora De Belén,null,Escuela Infantil
Domeny,null,Colegio
Las Anejas,null,Colegio
Cañada Del Trigo,null,Colegio
Playa Las Américas,null,Colegio
Las Améscoas,null,Colegio
Domaio,null,Colegio
Las Américas,null,Colegio
Las Alhomas,null,Colegio
Las Albinas,null,Colegio
El Crist,"CEIP ",Colegio
Dolors Piera,null,Colegio
Dolors Martí I Badia,null,Colegio
Las Albarizas,null,Colegio
Las Alamedas,null,Colegio
Dolors Monserdà-santapau,null,Colegio
C.e.i.p. Nuevo De Almerimar,null,Escuela Infantil
Las Acequias,null,Colegio
Dolors Almeda,null,Colegio
El Cruce De Castilla,null,Colegio
Las Abiertas,null,Colegio
Can Vidalet,null,Colegio
Larrea,null,Colegio
Poble Nou,null,Colegio
Inmaculada Concepción,null,Instituto
Larrañazubi,null,Colegio
Doctor Vicente Trenco,"CEIP ",Colegio
Larraintzarko Ikastetxea Hh-lh,null,Colegio
Doctor Trueta,null,Colegio
Larrabetzu,null,Colegio
Can Sorts,null,Colegio
Can Serra,null,Colegio
Arcipreste De Hita,null,Colegio
Doctor Thebussem,null,Colegio
Lapice,null,Colegio
Lapachar,null,Colegio
Fuentecillas,null,Colegio
Lantziego Ikastola,null,Colegio
Doctor Sobrequés,null,Colegio
Can Salvi,null,Colegio
Langile Ikastola,null,Colegio
A Solaina,null,Colegio
Doctor Severo Ochoa,null,Colegio
Can Rull,null,Colegio
Doctor Serés,null,Colegio
Landazuri Ikastola,null,Colegio
Doctor Sanchís Guarner,"CEIP ",Colegio
El Despujol,null,Colegio
Landako Eskola,null,Colegio
Landagain,null,Colegio
Doctor Samaranch I Fina,null,Colegio
Lanaspa-giralt,null,Colegio
Lamuza,null,Colegio
Can Roca,null,Colegio
Lamiako,null,Colegio
Almazara,null,Colegio
Lamas De Abade,null,Colegio
Lakuntzako Herri Eskola,null,Colegio
Ajei,null,Colegio
Lakuabizkarra,null,Colegio
Lajares,null,Colegio
Doctor Robert,null,Colegio
Laiotz,null,Colegio
Doctor Peralias Panduro,null,Colegio
Laimún,null,Colegio
Can Raspalls,null,Colegio
Doctor Olóriz,"CEIP ",Colegio
Laguna De Pétrola,null,Colegio
Laguna De Medina,null,Colegio
Almassaf,"CEIP ",Colegio
Laguna De Alboraj,null,Colegio
Doctor López Rosat,"CEIP ",Colegio
Can Puig,null,Colegio
Laguna Dalga,null,Colegio
Lagostelle,null,Colegio
Can Pastilla,null,Colegio
Doctor Limón,null,Colegio
Can Periquet,null,Colegio
Lacustària,null,Colegio
Labritja,null,Colegio
Doctor Juan Negrín,null,Colegio
El Dofí,null,Colegio
M.de Los Ángeles Ballesteros,null,Colegio
Doctor Juan Espino Sánchez,null,Colegio
Castell D'òdena,null,Colegio
Labastida,null,Colegio
Doctor Joaquim Salarich,null,Colegio
Labarta Pose,null,Colegio
Labandària,null,Colegio
Doctor Jiménez Rueda,null,Colegio
Labaca,null,Colegio
Can Parera,null,Colegio
Blas Infante,null,Escuela Infantil
Doctor Huertas,null,Colegio
Arc Iris,null,Colegio
La Zarza,null,Colegio
Can Palmer,null,Colegio
La Zafra,null,Colegio
Doctor Hernández Benítez,null,Colegio
Arc D'adà - Zer L'oliver,null,Colegio
La Xara,"CEIP ",Colegio
El Doncel,null,Colegio
La Vitxeta,null,Colegio
Doctor Guirao Gea,null,Colegio
La Vinyala,null,Colegio
Doctor Gregorio Chil Y Naranjo,null,Colegio
La Viñuela,null,Colegio
Can Misses,null,Colegio
La Viña,null,Colegio
Doctor Gálvez Moll,null,Colegio
La Vila,null,Colegio
La Verdellada,null,Colegio
Doctor Francisco Mas Magro,"CEIP ",Colegio
La Vera Cruz,null,Colegio
Can Massallera,null,Colegio
La Venta Del Viso,null,Colegio
Doctor Fortià I Solà,null,Colegio
La Vegueta,null,Colegio
La Vallverda,"CEIP ",Colegio
Doctor Ferrer,null,Colegio
La Vall Fosca - Zer Pallars Jussà,null,Colegio
Can Manent,null,Colegio
Arbre Blanc,"CEIP ",Colegio
La Vall Farta,"CRA ",Colegio
Doctor Ferrán I Clua,null,Colegio
La Vall Del Terri,null,Colegio
Doctor Ferrán - Zer Terra Alta-centre,null,Colegio
La Valira,null,Colegio
Macià-companys,null,Colegio
La Valdavia,null,Colegio
Almadén,null,Colegio
Almácigo,null,Colegio
El Drac,null,Colegio
Can Guerxo,null,Colegio
Doctor Esplugues,"CEIP ",Colegio
Can Fabra,null,Colegio
Alta Ribagorza,null,Colegio
La Trama,null,Colegio
Nuestra Señora Del Cobre,null,Instituto
La Torreta,null,Colegio
La Torre,null,Colegio
Doctor Errando Vilar,"CEIP ",Colegio
Doctor Corachán,"CEIP ",Colegio
La Tercia - Benizar,null,Colegio
La Soledat,null,Colegio
Arbizuko Herri Eskola,null,Colegio
La Soledad,null,Colegio
La Solana,"CEIP ",Colegio
Doctor Cesar González Gómez,null,Colegio
La Solana,null,Colegio
Can Coll,null,Colegio
Araya,null,Colegio
Doctor Castroviejo,null,Colegio
Doctor Carulla,null,Colegio
Can Coix,null,Colegio
La Serrezuela,null,Colegio
Can Clos,null,Colegio
La Serranica,"CEIP ",Colegio
Doctor Caravaca,null,Colegio
La Serranía,"CRA ",Colegio
La Serra,"CRA ",Colegio
Doctor Calatayud,"CEIP ",Colegio
Aizarna,null,Colegio
La Sèquia,null,Colegio
La Sènia,"CEIP ",Colegio
Doctor Borràs,"CEIP ",Colegio
La Senda,null,Colegio
Doctor Barcia Goyanes,"CEIP ",Colegio
La Senara,null,Colegio
Can Cladellas,null,Colegio
La Sedeta,null,Colegio
Doctor Azúa,null,Colegio
La Sardana,null,Colegio
Doctor Arruga,null,Colegio
La Salut,null,Colegio
Araxes,null,Colegio
La Salud,null,Colegio
Doctor Álvaro Esquerdo,"CEIP ",Colegio
Can Cantó,null,Colegio
De Yunquera De Henares,null,Escuela Infantil
Doctor Alfonso Spínola,null,Colegio
Doctor Alemany,"CEIP ",Colegio
Can Bril,null,Colegio
A Carballeira,null,Colegio
Doctor Alberich I Casas,null,Colegio
Doce De Octubre,null,Colegio
Aitxuri,null,Colegio
Dobra,null,Colegio
Can Besora,null,Colegio
Do Xurés,null,Colegio
Aranzabela Ikastola,null,Colegio
Do Vicedo,null,Colegio
Do Santo,null,Colegio
El Far,null,Colegio
Camps Elisis,null,Colegio
Camposoto,null,Colegio
El Farell,null,Colegio
Do Pindo,null,Colegio
Do Páramo,null,Colegio
Do Hío,null,Colegio
Castell Del Pop,"CEIP ",Colegio
Campos Goticos,null,Colegio
Alta Segarra,null,Colegio
Do Foxo,null,Colegio
Arantzazuko Ama Ikastola,null,Colegio
Do Corgo,null,Colegio
Campos De La Alcarria,null,Colegio
Ballmanetes,null,Escuela Infantil
Do Castro De Ouro,null,Colegio
Campos De Gomara,null,Colegio
Do Castrillón-coiro,null,Colegio
Do Camiño Inglés,null,Colegio
Do Carballal,null,Colegio
Campos De Conil,null,Colegio
Allende Salazar,null,Colegio
El Gamonal,null,Colegio
Madrigal Y Padial,null,Colegio
Do Bolo,null,Colegio
Madre Esperanza,null,Colegio
Aitor Ikastola,null,Colegio
Campopetre,null,Colegio
Divino Maestro-María De Maeztu,null,Colegio
La Sagrera,null,Colegio
12 De octubre,null,Colegio
La Rosella,null,Colegio
Campoo,null,Colegio
La Rosa-camino Viejo,null,Colegio
Campomaior,null,Colegio
La Rosa,null,Colegio
A Sangriña,null,Colegio
Maestra Carmen Sedofeito,null,Colegio
La Romanilla,null,Colegio
La Romànica,null,Colegio
La Roldana,null,Colegio
La Roda,null,Colegio
La Roca - Zer L'eral,null,Colegio
Campolongo,null,Colegio
La Ribera Alta,"CRA ",Colegio
La Restinga,null,Colegio
Arangoiti,null,Colegio
La Renaixença,null,Colegio
Alkiza,null,Colegio
Divina Pastora - Zer Mestral,null,Colegio
Campoazahar,null,Colegio
La Regüela,null,Colegio
La Rectoria,"CRA ",Colegio
La Raza,null,Colegio
Alkartu Ikastola,null,Colegio
La Raya,null,Colegio
Campoamor,"CEIP ",Colegio
La Ràpita-zer El Jonc,null,Colegio
Aranda-isuela,null,Colegio
La Rambla,"CEIP ",Colegio
La Rábida,null,Colegio
Campoamor,null,Colegio
Aranbizkarra Ikas Komunitatea,null,Colegio
Director Manuel Somoza,null,Colegio
Campoameno,null,Colegio
Maestra Plácida Herranz,null,Colegio
Diputación Provincial,null,Colegio
La Purísima,"CEIP ",Colegio
El Grau,"CEIP ",Colegio
Diputació,null,Colegio
Campo Del Sur,null,Colegio
Arana Beato,null,Colegio
Campo Del Rey,null,Colegio
Maestra Teresa Morales,null,Colegio
Dionisio García Barredo,null,Colegio
Aitana,"CEIP ",Colegio
La Pradera,null,Colegio
Dionisio Bueno,null,Colegio
La Popa - Zer El Moianès Llevant,null,Colegio
Campo De Salamanca,null,Colegio
La Plana,null,Colegio
Dion Casio,null,Colegio
La Placa,null,Colegio
Alkartasuna,null,Colegio
La Pineda - Zer Riu Avall,null,Colegio
La Pinaeta,"CEIP ",Colegio
Campo De Níjar Norte,null,Colegio
Araia Herri Eskola,null,Colegio
La Picota,null,Colegio
La Pernía,null,Colegio
La Penya Blanca,"CEIP ",Colegio
La Peña,null,Colegio
La Pedrera,null,Colegio
Campo De Los Judios,null,Colegio
La Pedra Dreta - Zer Empordanet-gavarres,null,Colegio
La Pea,"CEIP ",Colegio
Maestrazgo Gúdar,null,Colegio
La Pau,"CEIP ",Colegio
Campo De La Cruz,null,Colegio
La Patacona,"CEIP ",Colegio
La Parra,null,Colegio
La Pasada,null,Colegio
Campo De Gibraltar,null,Colegio
La Parellada,null,Colegio
La Paredilla,null,Colegio
Araceli Bujalance Arcos,null,Colegio
Campo De Borja,null,Colegio
Aljoxani,null,Colegio
Arco-iris,null,Escuela Infantil
La Palomera,null,Colegio
La Paloma,"CEIP ",Colegio
Campo De Argañan,null,Colegio
Campo Charro,null,Colegio
La Palmera,null,Colegio
La Olla,"CEIP ",Colegio
Dima-ugarana,null,Colegio
La Olivarera,null,Colegio
Araboga,"CRA ",Colegio
Maestro Antonio Reyes Lara,null,Colegio
Maestro Askartza Isusi,null,Colegio
La Oliva,null,Colegio
La Nova Electra,null,Colegio
Diego Requena,null,Colegio
La Noguera,null,Colegio
Campo Bello,null,Colegio
Aljorra,null,Colegio
Diego Martínez Rico,null,Colegio
La Murtera,"CEIP ",Colegio
La Murta,"CEIP ",Colegio
Diego Marin,null,Colegio
La Muntanya,null,Colegio
La Muñeira,null,Colegio
Campino,null,Colegio
Diego Lainez,null,Colegio
La Muixara,"CEIP ",Colegio
La Motilla,null,Colegio
Diego Escolano,null,Colegio
La Moreria,"CEIP ",Colegio
Diego De Colmenares,null,Colegio
Maestro Carlos Soler,null,Colegio
La Moraña,null,Colegio
Aquilino Iglesia Alvariño,null,Colegio
La Montañeta,null,Colegio
La Montaña,null,Colegio
Diego De Almagro,null,Colegio
La Monjoia,null,Colegio
Campiña Verde,null,Colegio
La Molina,null,Colegio
Diego Ciller Montoya,null,Colegio
La Moleta,"CEIP ",Colegio
La Mola,"CEIP ",Colegio
La Moheda,null,Colegio
Diecinueve De Julio,null,Colegio
Campiña De Tarifa,null,Colegio
Aqua Alba,null,Colegio
La Mitjana,null,Colegio
La Miranda - Zer Ports-algars,null,Colegio
Maestro Don Juan González,null,Colegio
La Mirada,null,Colegio
La Minerva,null,Colegio
Campderrós,null,Colegio
Deusto,null,Colegio
Aljibe,null,Colegio
Campclar,null,Colegio
Derramador,"CEIP ",Colegio
Derio,null,Colegio
Campaño De Arriba,null,Colegio
Campanar,"CEIP ",Colegio
La Mediterrània,"CEIP ",Colegio
La Maya,null,Colegio
Castilla Y León,null,Colegio
La Mata,null,Colegio
La Marquesa,null,Colegio
Dels Encants,null,Colegio
Delicias,null,Colegio
La Marina,null,Colegio
La Mar Bella,null,Colegio
Del Soleràs - Zer Garrigues Altes,null,Colegio
La Maquinista,null,Colegio
Alisios,null,Colegio
La Manchuela,null,Colegio
La Mancha,null,Colegio
Camp De Túria,CEIP CAMP DE TURIA,Colegio
Maestro García Rivero,null,Colegio
La Luz,null,Colegio
Camp De Túria,"CEIP ",Colegio
Del Pont Trencat - Zer Baix Montseny,null,Colegio
La Lomada,null,Colegio
del Poble Nou Del Delta - ZER Mediterrània,null,Colegio
Camp Crusat - Zer Vall De L'aranyó,null,Colegio
La Llitera,null,Colegio
Del Parc,null,Colegio
El Lince,null,Colegio
La Llàntia,null,Colegio
Aita Iparragirre,null,Colegio
La Llacuna Del Poblenou,null,Colegio
La Lió,null,Colegio
Del Montgoi - Zer Poblet,null,Colegio
Del Mezquín,null,Colegio
La Libertad,null,Colegio
La Lechuza,null,Colegio
La Leala,null,Colegio
Del Lligallo Del Gànguil - Zer Mestral,null,Colegio
A Rúa,null,Colegio
La Lajita,null,Colegio
Camino Real De Levante,null,Colegio
La Jurada,null,Colegio
Del Far D'empordà,null,Colegio
La Jarilla,null,Colegio
Apóstolo Santiago,null,Colegio
La Isabela,null,Colegio
Del Ebro,null,Colegio
Camino Erillas,null,Colegio
Alija Del Infantado,null,Colegio
Del Cerrato,null,Colegio
Deitania,null,Colegio
Alifara,null,Colegio
Camino Del Norte,null,Colegio
La Ina,null,Colegio
Dean Martí,"CEIP ",Colegio
La Huecha,null,Colegio
Camino De La Villa,null,Colegio
La Hubara,null,Colegio
Camino De San Rafael,null,Colegio
La Hispanidad,null,Colegio
La Hinojora,null,Colegio
Camino De Aníbal,null,Colegio
La Guindalera,null,Colegio
De Zanfoga,null,Colegio
La Guijarrosa,null,Colegio
La Guàrdia,null,Colegio
De Zalaeta,null,Colegio
De Xoane Da Carretera,null,Colegio
La Goleta,null,Colegio
De Xerta,null,Colegio
La Gloria,null,Colegio
Camino De La Madera,null,Colegio
La Gessera - Zer Ports-algars,null,Colegio
De Xermade,null,Colegio
La Gaviota,null,Colegio
Maestro Juan Apresa,null,Colegio
Alicún-huécija,null,Colegio
10 De Abril,null,Colegio
Maestro Juan Corrales,null,Colegio
Caminillo,null,Colegio
De Vizus,null,Colegio
La Garalda,null,Colegio
De Viveiro,null,Colegio
La Galia,"CEIP ",Colegio
La Galga,null,Colegio
La Fueva,null,Colegio
De Vite I,null,Colegio
La Fuente,null,Colegio
De Vinseiro,null,Colegio
La Fuenfresca,null,Colegio
De Viñas,null,Colegio
Camí Del Mig,null,Colegio
Adelfa,null,Escuela Infantil
La Forja - Zer Alt Lluçanès,null,Colegio
La Fonteta,"CEIP ",Colegio
Maestro Jurado,null,Colegio
De Viñagrande-deiro,null,Colegio
El Moianès Llevant,null,Colegio
La Fontanilla,null,Colegio
De Viloria Del Henar,null,Colegio
La Font,"CEIP ",Colegio
Camí Del Cros,null,Colegio
La Foia,"CEIP ",Colegio
De Vilela,null,Colegio
De Vilaxoán,null,Colegio
La Flota,null,Colegio
La Flor De Maig,null,Colegio
De Vilaverde-mourente,null,Colegio
La Flecha,null,Colegio
Cameros Nuevo,null,Colegio
La Fila,"CEIP ",Colegio
De Vilarmide-eduardo Noya,null,Colegio
Aponte,null,Colegio
La Fassina,null,Colegio
La Farigola Del Clot,null,Colegio
De Vilariño De Conso,null,Colegio
Cambrils,null,Colegio
La Farigola De Vallcarca,null,Colegio
De Vilares,null,Colegio
Acentejo,null,Colegio
A Picaraña,null,Escuela Infantil
La Falguera,null,Colegio
De Vilardiaz,null,Colegio
De Vilar-breamo,null,Colegio
Airén,null,Colegio
A Lagoa,null,Escuela Infantil
La Estacion,null,Colegio
La Espinosa,null,Colegio
La Espiga,null,Colegio
De Vilar De Barrio,null,Colegio
La Esperanza,null,Colegio
La Esgueva,null,Colegio
De Vilanova De Segrià - Zer Alt Segrià,null,Colegio
El Molino,null,Colegio
Maestro Pedro Vera,null,Colegio
De Vilamaior,null,Colegio
La Escucha,null,Colegio
De Vilanova,null,Colegio
La Escontrilla,null,Colegio
Camacho Melendo,null,Colegio
La Escalona,null,Colegio
Maestro Rafael Bravo Martín,null,Colegio
De Vila-roja,null,Colegio
Alhfil,null,Colegio
La Era,null,Colegio
Zurbaranbarri,null,Colegio
Cal·lípolis,null,Colegio
Aperribai,null,Colegio
Zumaia,null,Colegio
Zumadia,null,Colegio
Zumadi,null,Colegio
Zuhaizti,null,Colegio
La Encina,null,Colegio
Zubileta,null,Colegio
De Ventín,null,Colegio
Zubieta,null,Colegio
Zubialde,null,Colegio
Zuazo,null,Colegio
Escola Galega Do Deporte,null,Instituto
Zorrotza Fray Juan,null,Colegio
Zorrilla Monroy,null,Colegio
De Vallfogona De Ripollès - Zer Comte Arnau,null,Colegio
Calzada Romana,null,Colegio
La Dula - Zer L'eral,null,Colegio
Zipiriñe,null,Colegio
De Valles,null,Colegio
Calypo,null,Colegio
Zerain,null,Colegio
La Draga,null,Colegio
Zenobia Camprubí,null,Colegio
Zelandi,null,Colegio
Zelaieta,null,Colegio
Zeanuri,null,Colegio
La Devesa,null,Colegio
De Valeixe,null,Colegio
Anxo Da Garda,null,Colegio
De Valdoviño,null,Colegio
Zazpilanda,null,Colegio
Alhandiga,null,Colegio
Zawiya,null,Colegio
Zarcilla De Ramos,null,Colegio
La Demanda,null,Colegio
