name,prefix,alias
Mare De Déu Del Patrocini,null,Colegio
El Roser - Zer Plaurcén,null,Colegio
CEIP Hernán Ruiz,null,Colegio
Mare De Déu Del Lledó,null,Colegio
El Roser - Zer La Coma,null,Colegio
Mare De Déu Del Carme,"CEIP ",Colegio
Llicorella - Zer L'aglà,null,Colegio
CEIP Hernán Cortés,null,Colegio
Mare De Déu De Vallivana,"CEIP ",Colegio
El Roser - Zer Alt Segrià,null,Colegio
Mare De Déu De Talló,null,Colegio
El Roquissar,null,Colegio
Mare De Déu De Montserrat - Zer Vall De L'aranyó,null,Colegio
As Mercedes,null,Colegio
Alto Cidacos,null,Colegio
Adersa 2,null,Colegio
El Romeral,"CEIP ",Colegio
Mare De Déu De La Vallivana,"CEIP ",Colegio
El Gegant Del Pi,null,Escuela Infantil
CEIP Federico De Arce Martínez,null,Colegio
El Rodonell,null,Colegio
CEIP Elena Martín Vivaldi,null,Colegio
El Rocal - Zer Els Castells,null,Colegio
Mare De Déu De La Roca,null,Colegio
Mare De Déu De La Muntanya,null,Colegio
El Robledal,null,Colegio
Alto Cabriel,null,Colegio
As Gándaras,null,Colegio
Mare De Déu De La Guardiola - Zer El Romaní,null,Colegio
El Río,null,Colegio
Mare De Déu De La Fontcalda - Zer Ports-algars,null,Colegio
CEIP Consolación,CEIP,Colegio
El Rincón De Castilla,null,Colegio
Mare De Déu De L'horta,null,Colegio
Mare De Déu De L'esperança - Zer La Parellada,null,Colegio
As Forcadas,null,Colegio
CEIP COCA DE LA PIÑERA,null,Colegio
Mare De Déu De Gràcia,"CEIP ",Colegio
Cas Serres,null,Colegio
CEIP Clara Campoamor,null,Colegio
Mardones Y Magaña,null,Colegio
El Redondal,null,Colegio
Marcos Frechín,null,Colegio
As Bizocas,null,Colegio
Marcos Da Portela,null,Colegio
Ceip Camino Largo,null,Colegio
El Recuerdo,null,Colegio
Marcial Solana,null,Colegio
El Recreo,null,Colegio
CEIP ARTURO DUPERIER,null,Colegio
Marcel·lí Esquius,null,Colegio
Albait,"CEIP ",Colegio
Arzobispo Moscoso,null,Colegio
El Rajaret - Zer Montgrí,null,Colegio
Marcelino Murillo,null,Colegio
Alto Aragón,null,Colegio
Marceliano Santamaria,null,Colegio
El Quintero,null,Colegio
El Quiñón,null,Colegio
Mararía,null,Colegio
Arzobispo Doménech,null,Colegio
Adersa 1,null,Colegio
Mar Nova,null,Colegio
Olivar De Quinto,null,Colegio
Mar Mediterráneo,null,Colegio
El Cirerer,null,Escuela Infantil
CEIP ALONSO BERRUGUETE,null,Colegio
Mar De Fóra,null,Colegio
Mar Argentea,null,Colegio
El Puig - Zer Baridà-batllia,null,Colegio
Manuela Zubizarreta,null,Colegio
CEIP ALGAFEQUI,null,Colegio
Arzobispo Calzado,null,Colegio
Alto Ara,null,Colegio
Manuel Vidal Portela,null,Colegio
Manuel Sueiro,null,Colegio
El Puertito De Güímar,null,Colegio
Manuel Sieiro,null,Colegio
Manuel Sastre Velasco,null,Colegio
Manuel Sanchís Guarner,"CEIP ",Colegio
El Puche,null,Colegio
Manuel Sánchez Alonso,null,Colegio
Manuel Rodríguez Sinde,null,Colegio
Manuel Ruiz Zorrilla,null,Colegio
Albaida,null,Colegio
Manuel Romero Arregui,null,Colegio
Manuel Rivero,null,Colegio
Manuel Portales Garrido,null,Colegio
Manuel Respino,null,Colegio
El Pozón,null,Colegio
Valle De Valverde,null,Colegio
Feliu I Vegués,null,Colegio
Orba,null,Colegio
Órbigo,null,Colegio
El Pontet,"CEIP ",Colegio
Manuel Padín Truiteiro,null,Colegio
Cecilio Pujazón,null,Colegio
Manuel Pacheco,null,Colegio
Arturo Reyes,null,Colegio
Manuel Ortiz I Castelló,null,Colegio
Manuel Ordoñez- Maestro,null,Colegio
El Pomillo,null,Colegio
El Cabirol,null,Escuela Infantil
El Polvorí,null,Colegio
Manuel Murguía,null,Colegio
Salvador Claramunt,null,Instituto
Cecilio Fuentes De La Fuente,null,Colegio
Manuel Moreno Blanco,null,Colegio
Manuel Medina,null,Colegio
Manuel Mato Vizoso,null,Colegio
Virgen Del Tíscar,null,Colegio
Manuel Masdías,null,Colegio
Cecilia González Alayón,null,Colegio
Manuel Marin,null,Colegio
Manuel Mareque,null,Colegio
El Pla,"CEIP ",Colegio
Manuel Lledias,null,Colegio
El Pla,null,Colegio
Manuel Liaño Beristain,null,Colegio
Manuel Laza Palacio,null,Colegio
El Pizarral,null,Colegio
Manuel González Martí,"CEIP ",Colegio
Manuel García Izquierdo,"CEIP ",Colegio
Ortega Y Rubio,null,Colegio
El Pinillo,null,Colegio
Manuel Franco Royo,null,Colegio
Manuel Foguet,"CEIP ",Colegio
Arturo Duperier,null,Colegio
Manuel Fernández,null,Colegio
El Pinar,"CRA ",Colegio
Manuel De Pedrolo - Zer Les Salines,null,Colegio
El Pinar,"CEIP ",Colegio
Aderán 3,null,Colegio
Arturo Duo,null,Colegio
Manuel De Castellví I Feliu - Zer Atzavara,null,Colegio
Manuel Cordo Boullosa,null,Colegio
Manuel Clemente,null,Colegio
Manuel Castro Orellana,null,Colegio
Manuel Cano Damián,null,Colegio
Manuel Canela,null,Colegio
Alto Águeda,null,Colegio
Manuel Cacicedo,null,Colegio
Manuel Bru,"CEIP ",Colegio
El Picacho,null,Colegio
Manuel Bermúdez Couso,null,Colegio
Cazaligo,null,Colegio
El Pi Gros,null,Colegio
Manuel Balbuena Pedraza,null,Colegio
Arturo Del Moral,null,Colegio
El Perelló,"CEIP ",Colegio
Cayetano Bolívar,null,Colegio
Manuel Antón,"CEIP ",Colegio
Alba Plata,null,Colegio
Manuel Andújar,null,Colegio
El Peral,null,Colegio
Manuel Alonso,null,Colegio
Manuel A. Cano Poblacion,null,Colegio
Altea La Vella,"CEIP ",Colegio
Manolo Ortega,null,Colegio
Cavite-isla De Hierro,"CEIP ",Colegio
Virrey Del Pino,null,Colegio
Manolo Garvayo,null,Colegio
Artur Martorell,null,Colegio
Virrey Poveda,"CEIP ",Colegio
Cavaller Arnau,null,Colegio
Manel García Grau,"CEIP ",Colegio
Manchuela,null,Colegio
Cavall Verd,"CEIP ",Colegio
Manantial,null,Colegio
El Pati,"CEIP ",Colegio
El Paseo,null,Colegio
Aderán 2,null,Colegio
Empuriabrava,null,Instituto
Malvarrosa,"CEIP ",Colegio
Magarita Salas,null,Colegio
El Parque,"CEIP ",Colegio
Cavall Bernat,null,Colegio
Raíña Aragonta,null,Instituto
El Páramo,null,Colegio
Virxe Do Mar,null,Colegio
Maldanell - Zer Riu Corb,null,Colegio
Artero Pérez,null,Colegio
Malala,null,Colegio
Malagrida,null,Colegio
P. Lope De Larrea Ikastola,null,Colegio
Fernando Baixauli Chornet,"CEIP ",Colegio
Malacoria,null,Colegio
El Palmarillo,null,Colegio
Cau De La Guineu,null,Colegio
El Palau,null,Colegio
A Escardia,null,Colegio
El Otero,null,Colegio
Maicandil,null,Colegio
Magraner,"CEIP ",Colegio
El Ortigal,null,Colegio
Magí Morera I Galícia,null,Colegio
Cataluña,null,Colegio
El Olmar,null,Colegio
Artero,null,Colegio
Magdalena Ulloa,null,Colegio
El Olivarillo,null,Colegio
Artenara,null,Colegio
El Oasis,null,Colegio
Magaláns-dorrón,null,Colegio
Maestu,null,Colegio
Catalina De Palacios,null,Colegio
Maestros Del Casar,null,Colegio
Catalina De Foix,null,Colegio
Maestros Arroquia-martínez,null,Colegio
Maestro Zubeldia,null,Colegio
Maestro Victorio Montes,"CEIP ",Colegio
Artemi Semidán,null,Colegio
Maestro Tarazona,"CEIP ",Colegio
El Murtal,"CEIP ",Colegio
Maestro Serrano,"CEIP ",Colegio
Catalina De Aragón,null,Colegio
Maestro Salvador Ruso,"CEP ",Colegio
E.E.I. Pinín,null,Escuela Infantil
Maestro Romualdo Aguayo López,null,Colegio
Maestro Rojas,null,Colegio
El Morrot,null,Colegio
Maestro Rodríguez Espinosa,null,Colegio
Maestro Rafael Chacón Villafranca,null,Colegio
El Monte,null,Colegio
Arteko Gure Ama,null,Colegio
María Zambrano,null,Escuela Infantil
Maestro Rafael Carballar,null,Colegio
El Montcau - Zer Subirats,null,Colegio
Maestro Pepe González,null,Colegio
Maestro Olaria,"CEIP ",Colegio
El Molinico,null,Colegio
Maestro Navas,null,Colegio
Maestro Monreal,null,Colegio
Maestro Manuel Gómez,null,Colegio
El Molí,"CEIP ",Colegio
Maestro Manuel Cruz Saavedra,null,Colegio
Maestro Manuel Aparcero,null,Colegio
Maestro López Soria,"CEP ",Colegio
Castro,"CEIP ",Colegio
Maestro Juan Morejón,null,Colegio
Arteagabeitia,null,Colegio
Maestro Juan Marín De Vargas,null,Colegio
Maestro Juan Hidalgo,null,Colegio
El Mocanal Juana María Hernández Armas,null,Colegio
Maestro Juan Díaz Hachero,null,Colegio
Castillo Del Real,"CEIP ",Colegio
Pino Santo Bajo,null,Instituto
El Miracle,null,Colegio
Maestro Juan Antonio Velasco,null,Colegio
El Membrillar,null,Colegio
Maestro Juan Alcaide,null,Colegio
Castillo De Pioz,null,Colegio
Artatza Pinueta,null,Colegio
Maestro José Varela,null,Colegio
Baldomero Bethencourt Francés,null,Colegio
Maestro José Sabio,null,Colegio
El Mayorazgo,null,Colegio
Maestro José Rodríguez Aniceto,null,Colegio
Artatse,null,Colegio
Dulcinea,null,Escuela Infantil
Maestro José Páez Moriana,null,Colegio
Maestro José Fuentes,null,Colegio
El Matorral,null,Colegio
Castillo De Los Zúñiga,null,Colegio
Maestro José Durán,null,Colegio
Media Luna,null,Escuela Infantil
Maestro José Castaño,null,Colegio
Castillo De Los Vélez,null,Colegio
Maestro José Arenas Pulido,null,Colegio
Maestro José Alcolea,null,Colegio
El Margalló,null,Colegio
Maestro José Acosta,null,Colegio
Castillo De Anzur,null,Colegio
Maestro Joaquín Herrera Álvarez,null,Colegio
maestro Joaquín Cantero,null,Colegio
Maestro Jesús García,null,Colegio
Castillo De Doña Blanca,null,Colegio
maestro Jesús Ferrer,null,Colegio
El Llano,null,Colegio
Maestro Ismael García,"CEIP ",Colegio
Maestro Genaro Rincón,null,Colegio
El Llanete,null,Colegio
Arroyo,null,Colegio
Maestro Gabriel Arenas,null,Colegio
Maestro Sixto López Navarro,null,Colegio
Altamar,null,Colegio
Maestro Francisco Martínez Bernal,null,Colegio
Maestro Francisco Gómez,null,Colegio
Castillo De Alhabar,null,Colegio
Maestro Félix Santana,null,Colegio
Maestro Enrique Laborda,null,Colegio
Maestro Enrique Asensi,null,Colegio
Castilla-la Mancha,null,Colegio
Maestro Enrique Díaz Ferreras,null,Colegio
Maestro Emilio Luna,"CEIP ",Colegio
Calonge,null,Colegio
Maestro Emilio Alonso,null,Colegio
Maestro Eduardo Martínez Ródenas,"CEIP ",Colegio
El Lago De Mendillorri,null,Colegio
Maestro Eduardo Lobillo,null,Colegio
Arroa,null,Colegio
Arquitecte Jujol,null,Colegio
Maestro Don Pedro Orós,null,Colegio
El Justicia De Aragón,null,Colegio
El Mosteiron,null,Colegio
Maestro Don Camilo Hernández,null,Colegio
El Juncal,null,Colegio
Castilla,null,Colegio
Maestro Carmelo Ripoll,"CEIP ",Colegio
Casteth León - Zer Val D'aran,null,Colegio
Arrigorriaga,null,Colegio
Maestro Carlos Selma,"CEIP ",Colegio
Los Arenales,null,Colegio
Maestro Canós Sanmartín,"CEIP ",Colegio
El Jalón,null,Colegio
El Humilladero,null,Colegio
Altagracia,null,Colegio
El Haya,null,Colegio
Maestro Arturo Giner,null,Colegio
Castellum,null,Colegio
Maestro Apolinar,null,Colegio
El Hacho,null,Colegio
Maestro Antonio Rodríguez Jiménez,null,Colegio
El Gurri - Zer Guilleries,null,Colegio
Maestro Antonio Armelles Doménech,"CEIP ",Colegio
Maestro Aguilar,"CEIP ",Colegio
El Greco,null,Colegio
Arriaga,null,Colegio
El Grec,"CEIP ",Colegio
Aderán 1,null,Colegio
Castellroc,null,Colegio
Otero Novas,null,Instituto
Maestra Teodora,null,Colegio
Maestra Rafaela Zárate,null,Colegio
El Goro,null,Colegio
Castellar-oliveral,"CEIP ",Colegio
Maestra Natalia Albanés,null,Colegio
El Garrofer,null,Colegio
Maestra Isabel Gallego De Gorria,null,Colegio
Xoriguer,null,Colegio
Maestra Isabel Álvarez,null,Colegio
El Gegant Del Rec,null,Colegio
Castella,null,Colegio
Maestra Emilia Zuza Brun,null,Colegio
Maestra Dolores Velasco,null,Colegio
Maestra Dolores Escámez,null,Colegio
El Garbanzal,null,Colegio
El Garbí,"CEIP ",Colegio
Maestra Caridad Ruiz,null,Colegio
Dino,null,Escuela Infantil
Maestra áurea López,null,Colegio
Maestra ángeles Cuesta,null,Colegio
El Fraile,null,Colegio
Castell-ciutat - Zer Urgellet,null,Colegio
Palmerar,"CEIP ",Colegio
El Brocense,null,Colegio
Madrenc,null,Colegio
Castell De Santa àgueda,null,Colegio
El Fabraquer,"CEIP ",Colegio
Castell De Farners,null,Colegio
Adelantado Pedro Mendoza,null,Colegio
El Morsell,null,Colegio
Madre Felicidad Bernabeu,"CEIP ",Colegio
Castell De Dosrius,null,Colegio
El Encinar,null,Colegio
Xosé Neira Vilas,null,Colegio
El Draguillo,null,Colegio
Madre De La Luz,null,Colegio
Castell De Carbonera,"CRA ",Colegio
Arrels - Zer L'horta De Lleida,null,Colegio
Castell De Calafell,null,Colegio
De Bergondo,null,Escuela Infantil
De Vilaboa Consuelo González Martínez,null,Escuela Infantil
Machado,null,Colegio
M.eugenia Martinez Del Campo,null,Colegio
M. Fernández Caballero,null,Colegio
M. Àngels Anglada,null,Colegio
Castell Ciuró,null,Colegio
Castell Cabrera - Zer Les Salines,null,Colegio
De Dodro,null,Escuela Infantil
El Diví Mestre - Zer Terra Alta Nord,null,Colegio
"Esc.especialistas Estación Naval A Graña, Esengra",null,Instituto
Castanyer,null,Colegio
Alt Carraixet,"CRA ",Colegio
Esc.especialistas Antonio Escaño,null,Instituto
El Cucurull,null,Colegio
Florida,"CEIP ",Colegio
El Cuchillo,null,Colegio
Luzaro,null,Colegio
Cassià Costal,null,Colegio
El Cristo,null,Colegio
La Destila,null,Colegio
Arratia,null,Colegio
El Coso,null,Colegio
Lusor,null,Colegio
Casería De Ossio,null,Colegio
Zestoa,null,Colegio
Cascavell,null,Colegio
A. Lpz. De Guereñu-jose Mardones,null,Colegio
El Corb,null,Colegio
Arrateko Andra Mari,null,Colegio
Luís Vives,"CEP ",Colegio
Alarcos,null,Colegio
El Convent,"CEIP ",Colegio
El Colorado,null,Colegio
Luis Valladares,null,Colegio
Casas De Veneguera,null,Colegio
Luis Turón,null,Colegio
El Colomer,null,Colegio
Luís Tobío,null,Colegio
Arrasate Herri Eskola,null,Colegio
Luis Solana,null,Colegio
El Collao,null,Colegio
Luis Siret,null,Colegio
Casas,null,Colegio
Luís Seoane,null,Colegio
Arraona,null,Colegio
Luis Rosales,null,Colegio
Luis Revest,"CEIP ",Colegio
Luis Ponce De León,null,Colegio
Alpujarra Alta,null,Colegio
Luís Pimentel,null,Colegio
El Ciervo,null,Colegio
Luis Perez Rueda,null,Colegio
Luis Palacios,null,Colegio
El Cid,"CEIP ",Colegio
Alarcón Fernández De Arellano,null,Colegio
Luis Gil,null,Colegio
Casalarreina,null,Colegio
Luis García Sáinz,null,Colegio
Luis García Llera Adolfo Díaz Ambrona,null,Colegio
Arrano Beltza,null,Colegio
El Chorro,null,Colegio
Font De L'alba,null,Colegio
Luis Ezeiza,null,Colegio
El Chapatal,null,Colegio
Luis Elejalde-rogelia De Álvaro,null,Colegio
Luis Dorao,null,Colegio
El Chaparral,null,Colegio
Luis Del Olmo,null,Colegio
El Cérvol - Zer Riu Set,null,Colegio
Luis De Morales,null,Colegio
Casablanca,"CEIP ",Colegio
Luis De Mateo,null,Colegio
Arrankudiaga,null,Colegio
Luis Costa,null,Colegio
Luis Cortí,null,Colegio
Alpujarra,null,Colegio
Luis Cernuda,"CEIP ",Colegio
Casa Pastores,null,Colegio
Luis Casado,null,Colegio
Luis Calandre,null,Colegio
De Outeiro,null,Escuela Infantil
El Castillo,"CEIP ",Colegio
Luis Braille,null,Colegio
El Castellot,null,Colegio
Casa Obs.resid.sgda.familia,null,Colegio
El Castellar,null,Colegio
Luis Álvarez Cruz,null,Colegio
El Castell - Zer Montsant,null,Colegio
Arrabal Del Puente,null,Colegio
Conde De Ruiseñada,null,Colegio
De Mora,null,Escuela Infantil
Lucio Gil Fagoaga,"CEIP ",Colegio
Alpesa,null,Colegio
Lucio García,null,Colegio
Lucio Fabio Severo,null,Colegio
El Castell,null,Colegio
Parque Vallejo,null,Colegio
Lucien Briet,null,Colegio
Lucía Jiménez Oliva,null,Colegio
El Castañal,null,Colegio
Lucero,null,Colegio
De Meis,null,Escuela Infantil
Lucentum,"CEIP ",Colegio
Lucena Rivas,null,Colegio
El Carrascal,"CEIP ",Colegio
Lucas Rey-matias Landaburu,null,Colegio
Arquitecto Santiago Calatrava,"CEIP ",Colegio
Lucas Arribas,null,Colegio
El Carracillo,null,Colegio
Lucano,null,Colegio
Casa Del Niño,null,Colegio
Arquitecto Sánchez Sepúlveda,null,Colegio
A Xunqueira Nº 2,null,Colegio
El Carmen,null,Colegio
De Louredo,null,Escuela Infantil
El Carmel,null,Colegio
Loseron - Zer Val D'aran,null,Colegio
Adela Santana,null,Colegio
Los Zumacales,null,Colegio
Los Verodes,null,Colegio
Los Vélez,null,Colegio
El Cardón,null,Colegio
Paseo Viejo De La Florida,null,Colegio
Los Vadillos,null,Colegio
Los Tres Valles,null,Colegio
Los Torraos,null,Colegio
El Carambolo,null,Colegio
Los Glacis,null,Colegio
Los Tarahales,null,Colegio
El Campo,null,Colegio
Los Silos,null,Colegio
Alamedas Del Genil,null,Colegio
El Campés,"CEIP ",Colegio
Cas Saboners,null,Colegio
Los Sauces (Sahats),null,Colegio
El Calvitero,null,Colegio
El Calderí,null,Colegio
Cas Capiscol,null,Colegio
.fuenteguinaldo-azaba,null,Colegio
El Cabrerès,null,Colegio
Carucedo,null,Colegio
Los Regajales,null,Colegio
Alonsotegui,null,Colegio
Los Puentes,null,Colegio
Carthago,null,Colegio
Los Pinos,"CEIP ",Colegio
Arquitecto Casas Novoa,null,Colegio
Los Perales,null,Colegio
La Fresnedilla,null,Colegio
Carteia,null,Colegio
El Bruel,null,Colegio
Adela Díaz,null,Colegio
Mestre José Rábade Arias,null,Instituto
Carrilet,null,Colegio
Carretería,null,Colegio
Alonso Nava Y Grimón,null,Colegio
Los Montes,null,Colegio
Maestro Juan Bernia,"CEIP ",Colegio
El Bosc De La Pabordia,null,Colegio
Los Mochos,null,Colegio
De Culleredo,null,Escuela Infantil
El Bosc - Zer El Francolí,null,Colegio
Arquitecte Gaudí,null,Colegio
Conquistador Loaysa,null,Colegio
Los Menceyes,null,Colegio
El Berro,null,Colegio
El Blanquinal,"CEIP ",Colegio
Los Manantiales,null,Colegio
Los Llanos De La Concepción,null,Colegio
Alonso Rodríguez,null,Colegio
Carrassumada,null,Colegio
Los Llanetes,null,Colegio
Arqueólogo García Bellido,null,Colegio
El Barranquet,"CEIP ",Colegio
El Barranco,null,Colegio
Los Guindos,null,Colegio
El Azahar,null,Colegio
Carrasquer,"CEIP ",Colegio
Los Guajares,null,Colegio
Los Grupos,null,Colegio
Los Giles,null,Colegio
Carrasco Alcalde,null,Colegio
Los Geranios,null,Colegio
Carraixet,"CEIP ",Colegio
De Caldas De Reis,null,Escuela Infantil
Los Galguitos,null,Colegio
Los Fresnos,null,Colegio
Arotzenea,null,Colegio
Los Eucaliptus,null,Colegio
Los Esteros,null,Colegio
Los Dragos,null,Colegio
El Argar,null,Colegio
Arnau Mir - Zer Urgellet,null,Colegio
Los Dolses,"CEIP ",Colegio
Los Dolmenes,null,Colegio
Carolina Sala,"CEIP ",Colegio
Los Doce Linajes,null,Colegio
Los Millares,null,Colegio
Los Cuatro Caños,null,Colegio
El Arco,null,Colegio
Los Cristianos,null,Colegio
Alonso De Cárdenas,null,Colegio
Carolina Codorníu Bosch,null,Colegio
Los Cortijillos,null,Colegio
Los Conquistadores,null,Colegio
De Berdeogas,null,Escuela Infantil
El Altozano,null,Colegio
Arnau Berenguer,null,Colegio
Los Montecillos,null,Colegio
Los Cerezos,null,Colegio
Los Cercadillos,null,Colegio
Carola Ribed,null,Colegio
Miguel Lobo,null,Instituto
Los Castellets - Zer Terra Alta Nord,null,Colegio
El Almendral,null,Colegio
Los Caserones,null,Colegio
El Algarrobillo,null,Colegio
Los Carrascales,null,Colegio
Los Cármenes,null,Colegio
El Alféizar,null,Colegio
Los Canarios,null,Colegio
Armuña,null,Colegio
Los Campitos,null,Colegio
El Albero,null,Colegio
Los Campanales,null,Colegio
Los Morales,null,Colegio
Los Califas,null,Colegio
Carmen Romero,null,Colegio
Alameda,null,Colegio
Los Boliches,null,Colegio
Los Bateles,null,Colegio
Marítimo Pesqueiro Do Atlántico,null,Instituto
Los Bañales,null,Colegio
Alonso De Berruguete,null,Colegio
Los Azahares,null,Colegio
Los Arribes,null,Colegio
El Acequión,"CEIP ",Colegio
Los Arrayanes,null,Colegio
Los Argonautas,null,Colegio
Los Arevacos,null,Colegio
El Abrojo,null,Colegio
Los Arapiles,null,Colegio
Ejército,"CEIP ",Colegio
Los Arañones,null,Colegio
Carmen Iturbide Gurruchaga,null,Colegio
Los Antolinos,null,Colegio
Eiximenis,null,Colegio
Armeñime,null,Colegio
Los Ándenes De Taco,null,Colegio
Alajeró,null,Colegio
Los Alumbres,null,Colegio
Eguzkitza,null,Colegio
Los Altos,null,Colegio
Los Almendros,"CEIP ",Colegio
Los Alcornocales,null,Colegio
Carmen Gonzalez Guerrero,null,Colegio
Los Alcalá Galiano,null,Colegio
Los Albares,null,Colegio
Alonso De Alcalá,null,Colegio
Los Adiles,null,Colegio
Egido,null,Colegio
Los Abrigos,null,Colegio
Lorenzo Medina,null,Colegio
Egape Ikastola,null,Colegio
Carmen García Carrasco,null,Colegio
Lorenzo Goicoa,null,Colegio
Arizko Ikastola,null,Colegio
Armando Barbosa,null,Colegio
López Mayor,null,Colegio
López Marco,"CEIP ",Colegio
López Diéguez,null,Colegio
Los Prados,null,Colegio
Carmen Conde,null,Colegio
Alonso De Aguilar,null,Colegio
Lope De Rueda,null,Colegio
Lope De Guerra,null,Colegio
Los Quintana,null,Colegio
Carmen Borrego,null,Colegio
Alaiz,null,Colegio
Lomopardo,null,Colegio
Loma De Santo Domingo,null,Colegio
Lola Herrera,null,Colegio
Monte Arria,null,Instituto
Lokiz,null,Colegio
Lodero,null,Colegio
Lo Romero,"CEIP ",Colegio
Carmen Benítez,null,Colegio
Los Salados,null,Colegio
Lo Campanar,"CEIP ",Colegio
Llums Del Nord,null,Colegio
Ariño-alloza,null,Colegio
Lluís Vives,"CEP ",Colegio
Al-zawiya,null,Colegio
Carmen Arias,null,Colegio
Lluís Viñas I Viñoles,null,Colegio
Lluís Tena,"CEIP ",Colegio
Carmen Arévalo,null,Colegio
Lluís Piquer,null,Colegio
Aríñez,null,Colegio
Lluís Marià Vidal - Zer Les Salines,null,Colegio
Lluís Guarner,"CEIP ",Colegio
Lluís De Santàngel,"CEIP ",Colegio
Carmen Álvarez De La Rosa,null,Colegio
Lluís Castells,null,Colegio
Lluçanès,null,Colegio
Lloriana,null,Colegio
CRA Antía Cal,null,Escuela Infantil
Carmelo Cortés,null,Colegio
Cp Sant Domingo,CP,Escuela Infantil
Llorens I Artigas,null,Colegio
Llorenç Vallespí I Vidiella - Zer Riu I Serra,null,Colegio
Alonso Barba,null,Colegio
Llorenç Riber,null,Colegio
El Canario,null,Colegio
Lloma Llarga,"CEIP ",Colegio
Los Taranjales,null,Colegio
Lloma Del Mas,"CEIP ",Colegio
Carme Martín,"CEIP ",Colegio
Edumar,null,Colegio
Carme Guasch I Darné,null,Colegio
Llibertat,null,Colegio
Llevantí De Mar,null,Colegio
Llevant - Zer Gavarresa,null,Colegio
Llevant,null,Colegio
Carme Auguet,null,Colegio
Lleonard Mingarro,"CEIP ",Colegio
Juan Antonio Suances,null,Colegio
Lledoner,null,Colegio
Arias Gonzalo,null,Colegio
Llebetx,null,Colegio
Carlos Vázquez,null,Colegio
Llebeig,"CEIP ",Colegio
Llebeig,null,Colegio
Llar Lluís María Mestres I Martí,null,Colegio
Llanos De Moraña,null,Colegio
Eduardo Sanchiz,null,Colegio
Llanos De Marín,null,Colegio
Llanogrande,null,Colegio
Llano Del Espinar,null,Colegio
Eduardo Rivero Ramos,null,Colegio
Llano De Las Naciones,null,Colegio
A Xunqueira Nº 1,null,Colegio
Llano Alto,null,Colegio
Llanito Perera,null,Colegio
Carlos Sarthou Carreres,"CEIP ",Colegio
Llagut,null,Colegio
Lizartzako Herri Eskola,null,Colegio
Eduardo Palomo Rodríguez,null,Colegio
Eduardo Ocón Rivas,null,Colegio
Eduardo Ocón,null,Colegio
Litera,null,Colegio
Liminares,null,Colegio
Argentina,"CEIP ",Colegio
Lillo Del Bierzo,null,Colegio
Lillet A Güell,null,Colegio
Eduardo Lucena,null,Colegio
Liebana,null,Colegio
Eduardo López Palop,"CEIP ",Colegio
Perafán De Rivera,null,Colegio
Licinio De La Fuente,null,Colegio
Eduardo Eskartzaga,null,Colegio
Carlos I,null,Colegio
Eduardo Cela Vila,null,Colegio
Eduardo ávila Bustillo,null,Colegio
Carlos Eraña,null,Colegio
Carlos De Lecea,null,Colegio
Eduard Toda I Güell,null,Colegio
Alojera,null,Colegio
Eduard Marquina,null,Colegio
Municipal La Tarara,"EI 1er CICLE ",Escuela Infantil
Carlos Cid Arregui,null,Colegio
Al-yussana,null,Colegio
Argana Alta,null,Colegio
Carlos Casado Del Alisal,null,Colegio
Libertad,null,Colegio
Lezo,null,Colegio
Carlos Arniches,"CEIP ",Colegio
Lezama,null,Colegio
Lex Flavia Malacitana,null,Colegio
Carlit,null,Colegio
Aloc,null,Colegio
Carles III,null,Colegio
Les Vessanes,"CEIP ",Colegio
Adán Del Castillo,null,Colegio
Les Terretes,"CEIP ",Colegio
Al-kazar,null,Colegio
Les Sitges,"CEIP ",Colegio
Duran I Bas,null,Colegio
Les Savines,null,Colegio
Les Salines - Zer Les Salines,null,Colegio
Les Rotes,"CEIP ",Colegio
Les Roquetes,null,Colegio
Tres Carabelas,null,Colegio
Les Roques Blaves,null,Colegio
Duran Estrany,null,Colegio
Les Roques,null,Colegio
Duquesa De La Victoria,null,Colegio
Les Pruneres,null,Colegio
Carles Faust,null,Colegio
Les Planes,null,Colegio
Duques De Pastrana,null,Colegio
Les Pinediques,null,Colegio
Torrevieja,null,Colegio
Les Passeres - Zer Tres Branques,null,Colegio
Carles De Fortuny,null,Colegio
Les Parellades,null,Colegio
Duques De Alba,null,Colegio
Les Palmeres,null,Colegio
Duque De Rivas,null,Colegio
Les Oliveres - Zer Serra D'ancosa,null,Colegio
Les Muralles,null,Colegio
Carles Buïgas,null,Colegio
Duque De Riánsares,null,Colegio
Tramuntana,null,Colegio
Caritat Serinyana,null,Colegio
Les Moreres - Zer Vall De Ter,null,Colegio
Les Moreres - Zer Cep De Sis,null,Colegio
Duque De Alba,null,Colegio
Areouta,null,Colegio
Les Mimoses,null,Colegio
Dunboa,null,Colegio
Les Mèlies,null,Colegio
Les Llisses,null,Colegio
Dunas De Doñana,null,Colegio
Les Gavarres - Zer Empordanet-gavarres,null,Colegio
Dulcinea Del Toboso,null,Colegio
Les Fontetes,null,Colegio
Cardonal I,null,Colegio
Les Foies,"CEIP ",Colegio
Chavalines,null,Escuela Infantil
Les Flandes,null,Colegio
Almudena Grandes,null,Colegio
Les Ferreries De Palafolls,null,Colegio
Les Escomes,null,Colegio
Les Escoles,null,Colegio
Dulce Nombre,null,Colegio
Cervantes,null,Escuela Infantil
